"symbol_time","symbol","cell_text"
"17-Apr-23  13:48 ET","TSLA","Only 10 EV models among four different manufactures will qualify for EV tax credit, according to Bloomberg
  (184.45 
-0.55
)
Bloomberg
 (potential related stocks: 
GM
, 
STLA
, 
F
, 
TSLA
)
 "
"14-Apr-23  13:42 ET","TSLA","Tesla CEO Elon Musk wants to create a new artificial intelligence start up and has purchased processors from Nvidia (NVDA), according to FT
  (183.54 
-2.35
)
FT
 (potential related stocks: 
GOOG
, 
MSFT
, 
AI, NVDA
)
 "
"12-Apr-23  13:36 ET","TSLA","Tesla aiming to introduce Powerwall 3, according to Electrek
  (183.77 
-3.03
)
Electrek
 "
"10-Apr-23  06:01 ET","TSLA","Tesla announces that its next Megafactory will be in Shanghai -- capable of producing 10k Megapacks per year
  (185.06)
Tweet
 "
"10-Apr-23  06:01 ET","TSLA","Tesla in proxy filing on Thursday night amended the investment collateralization cap for CEO Elon Musk to $3.5 bln or 25% of total value of pledged stock
  (185.06)
 
 "
"06-Apr-23  16:55 ET","TSLA","Tesla in filing: Board nominates Elon Musk, Robyn Denholm, and JB Straubel for election as Class I directors
  (185.06 
-0.46
)
 
 "
"06-Apr-23  16:29 ET","TSLA","Tesla inching lower on plans to expand use of iron-based batteries in Semi electric trucks and an affordable EV, according to Reuters
  (185.06 
-0.46
)
Reuters
 "
"05-Apr-23  16:22 ET","TSLA","Tesla adopted amendments to its bylaws to provide proxy access to stockholders, update procedures for director nominations, and make other technical changes
  (185.52 
-7.06
)
Specifically, an amendment has been added to provide a proxy access right permitting a stockholder, or a group of up to 20 stockholders, owning 3% or more of Tesla's outstanding common stock continuously for at least three years to nominate and include in Tesla's proxy materials director nominees constituting up to the greater of  20% of the Board or two directors, provided that the stockholder and the nominee satisfy the requirements specified in the Bylaws.  
 "
"03-Apr-23  06:01 ET","TSLA","Tesla reports Q1 production of 440,808 vehicles
  (207.46)
In the first quarter, we produced over 440,000 vehicles and delivered over 422,000 vehicles. 
 "
"31-Mar-23  06:44 ET","TSLA","Tesla CEO Elon Mush plans to visit China, according to Reuters
  (195.28)
Reuters
 "
"31-Mar-23  06:28 ET","TSLA","Tesla recalls 35 semi trucks over brake issue
  (195.28)
""Certain Tesla Semi trucks are equipped with a supplier-provided electronically controlled parking brake valve module that may intermittently fail to transition when the parking brake is engaged or disengaged, which could then result in the parking brakes not being set or released.""
Release
 "
"30-Mar-23  14:49 ET","TSLA","Tesla considering building battery plant in Texas; plans will involve China's CATL, according to Bloomberg
  (195.76 
+1.88
)
Bloomberg
 "
"30-Mar-23  06:01 ET","TSLA","White House announces new private and public sector investments for affordable electric vehicles
  (193.88)
""As part of President Biden's goal of having 50 percent of all new vehicle sales be electric by 2030, the White House is announcing the first set of public and private commitments to support America's historic transition to electric vehicles (EV) under the EV Acceleration Challenge. These commitments are part of President Biden's Investing in America agenda to spur domestic manufacturing, strengthen supply chains, boost U.S. competitiveness and create good-paying jobs. Because of President Biden's leadership and historic investments, electric vehicle sales have tripled and the number of publicly available charging ports has grown by over 40 percent since he took office. There are now more than three million EVs on the road and over 132,000 public EV chargers across the country.
Waymo (
GOOG
), an autonomous driving technology company, is committing to deploy the all-electric Jaguar I-PACE across all of its ride-hailing service territories this spring and retire its previous generation platform.
Amazon (
AMZN
) is announcing it has rolled out over 3,000 electric delivery vehicles as part of its commitment to bring 100,000 electric delivery vehicles to the road by 2030.
Trane Technologies (
TT
), a company focused on efficient and sustainable climate solutions for buildings, homes and transportation, is committing to transition 100 percent of its global fleet of more than 8,000 vehicles, including service vans and trucks, to all electric vehicles by 2030. 
Release
 (related stocks: 
TSLA
, 
GM
, 
F
, 
STLA
, 
HMC
, 
TM
, 
VWAGY
, 
LCID
, 
RIDE
, 
RIVN
, 
SQM
, 
ALB
, 
LAC
, 
PLL
, 
CHPT
, 
BLNK
, 
EVGO
)
 "
"23-Mar-23  06:42 ET","TSLA","Tesla expects to lose $7500 tax credit on least expensive car, according to Electrek
  (191.15)
Electrek
 "
"21-Mar-23  06:01 ET","TSLA","Tesla: Moody's assigns Baa3 issuer rating to Tesla; outlook stable
  (183.25)
 
 "
"20-Mar-23  16:45 ET","TSLA","Tesla: Moody's assigns Baa3 issuer rating to Tesla; outlook stable
  (183.25 
+3.12
)
 
 "
"08-Mar-23  08:25 ET","TSLA","Tesla: US regulators investigating complaints that steering wheels can fall off certain Model Y vehicles while in use, according to Bloomberg
  (187.71)
Bloomberg
 "
"06-Mar-23  06:41 ET","TSLA","Tesla lowered Model S version by 5% to $89,900 and Plaid to $109,990
  (197.79)
Model Overview
 "
"03-Mar-23  08:00 ET","TSLA","Tesla February sales data out of China suggests 13% rise m/m to 74,402 vehicles, according to Bloomberg
  (190.90)
Bloomberg
 "
"02-Mar-23  06:01 ET","TSLA","Tesla shares down 5% pre-market following investor day; the company did not announce any new vehicle specific details; plans to reduce production costs by as much as 50%; Cybertruck coming later this year; company will offer Texas residents unlimited overnight charging for $30/month starting in July
  (202.77)
The company reaffirmed goal of 20 mln annual deliveries.
Plans to use 75% less silicon carbide
Related stocks: 
STM, SQM, ALB, LAC, PLL, CHPT, BLNK, EVGO, WOLF, ON, MP
 "
"01-Mar-23  17:18 ET","TSLA","Tesla Investor Day: Executive notes that the company's next-gen vehicle will be shown at a later date
  (202.77 
-2.94
)
 
 "
"01-Mar-23  17:15 ET","TSLA","Tesla Investor Day: Executives note that the Cybertruck is coming later this year
  (202.77 
-2.94
)
 
 "
"28-Feb-23  11:26 ET","TSLA","Tesla: Mexico President President Andres Manuel Lopez Obrador confirms at press conference that 
TSLA
 will build plant in his country
  (205.28 
-2.35
)
 
 "
"24-Feb-23  16:06 ET","TSLA","Tesla: Activist Ross Gerber plans to withdraw efforts to take position on the company's Board, according to Bloomberg
  (196.88 
-5.19
)
Bloomberg
 "
"22-Feb-23  14:47 ET","TSLA","Tesla CEO Elon Musk and California Governor Gavin Newsom announce new engineering headquarters in Palo Alto, California
  (198.88 
+1.36
)
 
 "
"17-Feb-23  17:34 ET","TSLA","Tesla edging higher after considering bid for Sigma Lithium (SGML), according to Bloomberg
  (208.31 
+6.27
)
Bloomberg
 "
"17-Feb-23  10:26 ET","TSLA","Tesla: Chinese battery manufacturer CATL reportedly offering discounts to select Chinese automakers, according to Reuters
  (202.31 
+0.27
)
Reuters
; related tickers: 
NIO
, 
LI
, 
BYDDY
, 
XPEV
, 
LCID
, 
VWAGY
, 
LTHM
, 
LAC
, 
PLL
, 
ALB
, 
SQM
 "
"16-Feb-23  12:55 ET","TSLA","Tesla will recall  362,758 vehicles over concerns with self driving software, according to CNBC
  (212.61 
-1.65
)
CNBC
 "
"15-Feb-23  06:52 ET","TSLA","Tesla to halt some production at Shanghai plant until end of February to make upgrades, according to Bloomberg
  (209.25)
Bloomberg
 "
"10-Feb-23  13:16 ET","TSLA","Tesla: Ross Gerber aiming to make activist run for 
TSLA
 board seat, according to Bloomberg
  (196.54 
-10.78
)
Bloomberg
 "
"08-Feb-23  08:23 ET","TSLA","Tesla CEO Elon Musk tweets that Tesla ""Master Plan 3, the path to a fully sustainable energy future for Earth will be presented on March 1"" 
  (196.81)
Tweet
 "
"07-Feb-23  07:47 ET","TSLA","Ron Barron in CNBC interview says he likes 
TSLA
, FIGS, H
  (194.76)
 
 "
"03-Feb-23  13:11 ET","TSLA","Treasury updates vehicle classification standard for clean vehicle tax credits under inflation reduction act
  (191.45 
+3.28
)
""To make it easier for consumers to know which vehicles qualify under the applicable MSRP cap, Treasury is updating the vehicle classification standard to use the consumer-facing EPA Fuel Economy Labeling standard, rather than the EPA CAFE standard. This change will allow crossover vehicles that share similar features to be treated consistently. It will also align vehicle classifications under the clean vehicle credit with the classification displayed on the vehicle label and on the consumer-facing website FuelEconomy.gov.
Customers who have purchased and placed in service vehicles since January 1, 2023, that qualify under the EPA Fuel Economy Labeling classification standard announced today and who satisfy the other clean vehicle tax credit requirements can claim the credit, including customers with vehicles that did not qualify under the prior EPA CAFE standard.""
Release
 (potential related stocks: 
TSLA
, 
GM
, 
F
, 
HMC
, 
TM
, 
VWAGY
, 
STLA
, 
RIDE
, 
LCID
, 
FSR
, 
CHPT
, 
BLNK
, 
EVGO
, 
FREY
, 
RIVN
)
 "
"02-Feb-23  15:21 ET","TSLA","Tesla aiming to setup office in Silicon Valley to recruit artificial intelligence talent, according to Nikkei
  (187.62 
+6.22
)
Nikkei
 "
"31-Jan-23  13:22 ET","TSLA","Tesla mulling new plant near Mexico City Airport, according to Reuters
  (172.32 
+5.56
)
Reuters
 "
"31-Jan-23  06:51 ET","TSLA","Tesla discloses it received requests from the DOJ for documents related to Tesla’s Autopilot and FSD features.
  (166.66)
Co disclosed "" To our knowledge no government agency in any ongoing 
investigation has concluded that any wrongdoing occurred. We cannot predict the 
outcome or impact of any ongoing matters. Should the government decide to pursue 
an enforcement action, there exists the possibility of a material adverse impact 
on our business, results of operation, prospects, cash flows and financial 
position.""
 "
"27-Jan-23  15:20 ET","TSLA","Tesla: Elon Musk SEC probe of self-driving claims follow-up
  (178.65 
+18.36
)
Bloomberg
 "
"27-Jan-23  15:16 ET","TSLA","Tesla: Elon Musk faces SEC probe for role in Tesla self-driving claims - BloombergTV
  (178.08 
+17.81
)
 
 "
"27-Jan-23  14:36 ET","TSLA","Tesla CEO Elon Musk met with White House officials on EV plans, according to Reuters
  (179.02 
+18.73
)
Reuters
 "
"26-Jan-23  10:16 ET","TSLA","Tesla's price cuts putting a charge into January orders, easing widespread demand concerns
  (158.04 
+13.61
)
The intensifying demand concerns that sent shares of 
Tesla
 (
TSLA
) spiraling lower in 2022 are fading into the rearview mirror following the EV maker's encouraging 4Q22 earnings report. 
TSLA
 beat analysts' EPS estimates, despite a 446 bps contraction in automotive gross margin, but the main story centers on a surge in orders that were sparked by the company's recent price cuts.
During last night's earnings call, Elon Musk stated that January has so far seen the strongest orders on a year-to-date basis in 
TSLA
's history, and that orders are coming in at almost twice the rate of production.
Simply put, the price cuts have been far more effective than many had imagined, validating 
TSLA
's strategy to sacrifice margins in the near-term for volume and market share. 
A key aspect of the price cuts is that they made most of 
TSLA
's models eligible for the $7,500 tax credit under the Inflation Reduction Act. When combined with the price discount, the tax incentive lowered the overall price by over 20% on some models. That's a meaningful decrease that expands 
TSLA
's potential customer base. 
While Musk's gloomy macroeconomic outlook hasn't changed, with the eccentric CEO predicting a painful recession this year, he still expects 2023 to be a strong year for 
TSLA
. 
Officially, the company guided for production of 1.8 mln vehicles this year, equating to yr/yr growth of about 37%. However, Musk revealed that internal projections are targeting production closer to 2.0 mln vehicles and that he wanted to remain conservative with the published guidance due to uncertainties regarding the supply chain and economy. Should 
TSLA
 produce 2.0 mln vehicles this year, that would equate to yr/yr growth of 46%. 
Of course, Musk's mission to bring Tesla EVs to the masses will come at a cost: namely, lower margins and profits. We saw this play out in Q4 as operating margin slipped by 120 bps sequentially to 16.0%. 
Looking ahead, more margin compression is likely, but the impact is perhaps not as severe as investors had anticipated. CFO Zachary Krikhorn soothed those worries by stating that FY23 automotive gross margin should remain above 20%.
Further down the road, the next major growth catalyst is set to unfold in FY24 when the oft-delayed Cybertruck will finally begin mass production at the Austin, TX plant. By that time, it's also possible that margins could be experiencing some relief from lower commodity prices due to slower economic growth. 
There are still plenty of challenges confronting 
TSLA
, including rising competition in China from up-and-coming manufacturers like 
BYD Co
. (
BYDDY
) and 
NIO
 (
NIO
), but the Q4 earnings beat and bullish commentary suggest that fears about slumping demand were mostly overblown.
 "
"26-Jan-23  06:01 ET","TSLA","Tesla comments from conference call
  (144.43)
The company said thus far in January it has seen the strongest orders YTD in its history. The company is currently seeing orders at almost twice the rate of production.
 They raised the price of the Model Y because of this.
Prices changes will make a difference for the average consumer. The company expects there will be an impact on operating margin in the near term. However, it believes margins will remain healthy.
The company expects FY23 automotive gross margins to above 20% and average selling price to be $47K.
The company said its intentional production potential is closer to 2 million vehicles versus 1.8 mln FY23 delivery guidance.
CEO Elon Musk expects there will be ""bumps along the way"" and that there will be a ""pretty difficult recession this year.""
 "
"25-Jan-23  16:54 ET","TSLA","Tesla: Color on earnings -- EV maker able to drive past reduced expectations, but company alters its outlook language
  (144.43 
+0.54
)
TSLA
 shares were running higher heading into this report, rallying by nearly 30% since early January. As it became clearer that demand was softening in Q4 -- as evidenced by 
TSLA
's production stoppage in Shanghai, and its price cuts in the U.S. and China -- EPS estimates came tumbling lower. 
TSLA
 was able to edge past those deflated estimates, but we wonder if that will be enough to keep this upward momentum going.
As anticipated, automotive gross margin took a pretty big hit, sliding lower by 466 bps yr/yr to 25.9%. While 
TSLA
 reported that ASPs were up on a yr/yr basis, they almost certainly were lower on a qtr/qtr basis. 
The company adjusted its guidance, which could be throwing some investors off. The past few quarters, 
TSLA
 has said that it expects to achieve 50% average annual growth in vehicle deliveries over a multi-year horizon. Today, the company said its growing production in alignment with the 50% CAGR target it previously guided to, adding that it some years it may grow faster and some slower. For 2023, 
TSLA
 says it ""expects to remain ahead of the long-term CAGR with around 1.8 mln cars for the year."" If 
TSLA
 delivers 1.8 mln cars in FY23, that would pencil out to yr/yr growth of 37%, which is obviously below that 50% figure.
 "
"25-Jan-23  16:52 ET","TSLA","Tesla enters into a $5.0 bln revolving credit agreement
  (144.43 
+0.54
)
The credit agreement with Citibank provides for a senior unsecured revolving credit 
facility of up to $5.0 billion, which Tesla may 
draw upon from time to time. Tesla may increase the total commitments under the credit facility by up to an additional $2.0 billion, subject to certain 
conditions, potentially increasing the credit facility to $7.0 billion.  The credit facility provides for the issuance of letters of credit.
 "
"25-Jan-23  16:19 ET","TSLA","Tesla beats by $0.08, reports revs in-line, automotive gross margin down 466 bps yr/yr, guides for 1.8 mln vehicles in FY23, which is ahead of its long-term 50% CAGR target
  (144.43 
+0.54
)
Reports Q4 (Dec) earnings of $1.19 per share, 
$0.08 
better than
 the S&P Capital IQ Consensus of $1.11; revenues rose 37.2% year/year to $24.32 bln vs the $24.26 bln S&P Capital IQ Consensus.
Automotive gross margin of 25.9%, down 466 bps yr/yr, and vs. 27.9% in Q3.
Reports increase in ASP on yr/yr basis (ex FX impact).
Total production up 44% to 439,701.
Total Deliveries up 31% to 405,278.
In Q4, each vehicle factory produced a record number of vehicles. 
Outlook: 
TSLA
 is planning to grow production as quickly as possible in alignment with the 50% CAGR target it began guiding to in early 2021. In some years we may grow faster and some we may grow slower, depending on a number of factors. For 2023, 
TSLA
 expects to remain ahead of the long-term 50% CAGR with around 1.8 mln cars for the year.
 "
"25-Jan-23  16:13 ET","TSLA","Tesla prelim Q4 $1.19 vs $1.11 S&P Capital IQ Consensus Estimate; revs $24.32 bln vs $24.26 bln S&P Capital IQ Consensus Estimate
 
 "
"25-Jan-23  13:27 ET","TSLA","Tesla CEO Elon Musk says WSJ report that he could raise $3 bln to pay off some Twitter debt is not accurate
  (144.50 
+0.61
)
Tweet
 "
"25-Jan-23  13:03 ET","TSLA","Tesla CEO Elon Musk could raise $3 bln to pay off some Twitter debt, according to WSJ
  (143.72 
-0.20
)
WSJ
 "
"25-Jan-23  12:38 ET","TSLA","Tesla earnings preview -- Demand front and center after EV maker ramps up price cuts
  (143.13 
-0.71
)
After the close, 
Tesla 
(
TSLA
) is scheduled to report 4Q22 earnings with a conference call set for 5:30 p.m. ET. The electric vehicle maker's earnings report is expected to be posted on the Investor Relations page of its website at about 4:05 p.m., followed soon thereafter by a press release.
Current estimates for 
TSLA
 call for the company to report EPS and revenue of $1.11 and $24.3 bln, respectively. An inline quarter would represent a 56% yr/yr decrease in EPS and a 37% jump in revenue.
TSLA
 crashed in 2022 with shares plunging by ~65%. December was especially rough for 
TSLA
 as demand concerns intensified as the EV maker began slashing prices in China and the U.S. Additionally, the EV maker halted all production at its Shanghai facility on December 24, according to
 Reuters
. As the news became more worrisome, estimates for 
TSLA
's Q4 Production and Delivery report skidded lower, putting more downward pressure on the stock.
It turned out that Q4 delivery estimates were still too high as 
TSLA
's deliveries of 405,000 missed the mark. Similar to Q3, 
TSLA
 produced far more cars than it delivered -- 439,000 vs. 405,000 -- adding to investors' angst. However, 
TSLA
 explained that the variance is not demand related, but rather, is due to its transition towards a more even regional mix of vehicle builds to contend with the increasing difficulty of securing vehicle transportation at a reasonable cost.
Once the calendar flipped to 2023, the stock executed a sharp U-turn and is currently higher by about 16% year-to-date. That rebound could put the stock in a precarious position if 
TSLA
 falls short of estimates that have been reduced in recent weeks. 
With 
TSLA
 ramping up discounts, the obvious risk is that a dip in ASPs will accelerate its automotive gross margin erosion. That concern was amplified when the 
Wall Street Journal
 reported on January 13 that 
TSLA
 cut prices in the U.S. by as much as 20% on some vehicles. Last quarter, automotive gross margin declined by 260 bps yr/yr to 27.9%, partly due to the ramp up of production at 
TSLA
's Austin, TX and Berlin, Germany plants. Those two plants don't benefit from the same economies of scale that 
TSLA
's Shanghai and Fremont, CA plants do, resulting in much lower margins.
Plenty of attention will be given to 
TSLA
's outlook. The company has stuck with its guidance of ""achieving 50% average annual growth in vehicle deliveries over a multi-year horizon"", but it didn't meet that target in 2022 as deliveries grew by 40% to 1.31 mln. For Musk and Company, the hope is that its aggressive price cut strategy will translate into a major upswing in sales and deliveries. There's some early evidence that this strategy is paying dividends with 
Electrek
 reporting on January 17 that 
TSLA
 is experiencing record demand in response to its price cuts.
Despite the macroeconomic uncertainties, 
TSLA
 isn't taking its foot off the accelerator in terms of expanding its capacity. The company recently confirmed that it will invest over $3.6 bln to expand Gigafactory Nevada, which will house production of its Semi truck. Additionally, 
Bloomberg
 reported on January 11 that 
TSLA
 is nearing a deal to construct a facility in Indonesia.
Lastly, 
TSLA
 still has a rich valuation with a forward P/E of about 28x, but that is down substantially from last September when the stock was trading with a forward P/E of 45x. (PVIEW)
 "
"25-Jan-23  06:01 ET","TSLA","Tesla confirms $3.6 bln investment in Gigafactory Nevada
  (143.89)
""We will be investing over $3.6 billion more to continue growing Gigafactory Nevada, adding 3,000 new team members and two new factories: a 100 GWh 4680 cell factory (with capacity to produce enough batteries for 1.5 million light duty vehicles annually), as well as our first high-volume Semi factory. Semi is our fully electric combination truck, with 500 miles of range and energy consumption of less than 2 KWh per mile.""
Release
 "
"11-Jan-23  10:13 ET","TSLA","Tesla near deal for Indonesia EV Plant, according to Bloomberg
  (123.66 
+4.83
)
Bloomberg
 "
"10-Jan-23  16:27 ET","TSLA","Tesla slipping slightly after filing for $717 mln expansion of Gigafactory Texas, according to Electrek
  (118.85 
-0.92
)
Electrek
 "
"05-Jan-23  11:56 ET","TSLA","Tesla extends discounts in China in attempts to fuel demand, according to Business Insider
  (109.68 
-3.96
)
Business Insider
 "
"05-Jan-23  08:11 ET","TSLA","Tesla China December deliveries fall compared to November, according to WSJ
  (113.64)
WSJ
 "
"04-Jan-23  13:34 ET","TSLA","Tesla aiming to build electric motors for airplanes & boats, according to Electrek
  (112.95 
+4.82
)
Electrek
 "
"03-Jan-23  11:36 ET","TSLA","Tesla shares down 13% following disappointing Q4 delivery data (see 6:01)
  (107.09 
-16.09
)
 
 "
"03-Jan-23  10:40 ET","TSLA","Story Stocks: Tesla starts off the new year in the wrong gear as Q4 deliveries miss estimates (
TSLA
)
  (111.46 
-11.72
)
Shares of Tesla (
TSLA
 -9%) are pulling back today following the EV maker's Q4 Delivery and Production report. Growth was substantial, with 
TSLA
's total vehicle production jumping 44% yr/yr to 439,701 while deliveries climbed 31% to 405,278. However, 
TSLA
's record deliveries still missed analyst...
  Full Article 
 "
"03-Jan-23  09:55 ET","TSLA","Tesla starts off the new year in the wrong gear as Q4 deliveries miss estimates
  (112.83 
-10.35
)
Shares of 
Tesla (
TSLA
 -8%)
 are pulling back today following the EV maker's Q4 Delivery and Production report. Growth was substantial, with 
TSLA
's total vehicle production jumping 44% yr/yr to 439,701 while deliveries climbed 31% to 405,278. However, 
TSLA
's record deliveries still missed analyst expectations, its third consecutive miss. It also does not help that analysts trimmed their estimates in the weeks leading to 
TSLA
's report. 
Meanwhile, the gap between production and deliveries grew wider sequentially in Q4, keeping demand concerns in the spotlight. However, the gap remains related to 
TSLA
's transition towards a more even regional mix of vehicle builds to contend with the increasing difficulty of securing vehicle transportation at a reasonable cost. 
 This was set in motion last quarter, resulting in an uptick in cars in transit at the end of Q3. The same held true in Q4; 
TSLA
 commented that its ongoing transition again led to a further increase in vehicles in transit at the end of the quarter. 
 Still, in China, competition is heating up as 
TSLA
's Chinese competitors, 
NIO (NIO)
, 
Li Auto (LI)
, and 
Xpeng (XPEV)
, are all punching it today after posting upbeat delivery data. NIO and LI each grew deliveries by over 50% yr/yr during December, while XPEV's deliveries surged 94% from the prior month in December. 
 The silver lining is that demand remains robust even as China faces a spike in COVID-19 cases. However, with China comprising just under a third of 
TSLA
's total revs in FY21, fiercer competition in the region adds another obstacle to 
TSLA
's growing list of headwinds. 
This list of headwinds, including rising interest rates, pronounced inflation, and an energy crisis in Europe, will likely make for a bumpy ride in FY23. As a result, 
TSLA
's Q4 deliveries miss was not what the company needed to be added to its plate. Although deliveries set another record, the miss adds further speculation that the demand landscape is souring. The news that 
TSLA
 shut down production at its Shanghai plant just over a week ago, the company reportedly doubling its discount on select vehicles, and CEO Elon Musk's engagement with Twitter only adds to this concern. 
 Bottom line, 
TSLA
 is starting off the new year in the wrong gear, keeping its shares stuck in a downward trend. The stock fell roughly 70% in 2022, tumbling by 60% over just the past three months. However, with the new EV tax credits kicking in and Mr. Musk noting he would abide by the results of a recent Twitter poll and step down as CEO, perhaps investors will buy today's news, helping 
TSLA
 to begin turning a corner.   
 "
"03-Jan-23  06:01 ET","TSLA","Tesla reports Q4 deliveries of 405K vehicles
  (123.18)
In the fourth quarter, co produced over 439,000 vehicles and delivered over 405,000 vehicles. In 2022, vehicle deliveries grew 40% YoY to 1.31 million while production grew 47% YoY to 1.37 million.
Co continued to transition towards a more even regional mix of vehicle builds which again led to a further increase in cars in transit at the end of the quarter.
Q4 
Model S/X - Production: 20,613; Deliveries: 17,147
Model 3/Y - Production: 419,088; Deliveries: 388,131
Co also announced its 2023 Investor Day for March 1, 2023. 
 "
"29-Dec-22  11:37 ET","TSLA","Treasury releases additional information on clean vehicle provisions of inflation reduction act 
  (122.32 
+9.60
)
""FAQs for consumers on the clean vehicle tax credits that will help them better understand how to access the various tax incentives for the purchase of new and used electric vehicles available beginning January 1.  These FAQs include a link containing a list of clean vehicles that manufacturers have indicated to the IRS meet the requirements to claim the new clean vehicle tax credit beginning January 1, 2023. This list will be updated over the coming days and weeks so consumers looking to purchase a new clean vehicle in the new year should be sure to check it regularly.
A notice on the ""incremental cost"" of vehicles eligible for the commercial clean vehicle tax credit. For vehicles under 14,000 pounds, this tax credit is the lesser of $7,500, 15% of a qualifying vehicle's cost (30% if the vehicle is not gas- or diesel-powered), or the ""incremental cost"" of the vehicle relative to a solely gas- or diesel-powered vehicle of comparable size and use. Today's notice clarifies the incremental cost in 2023 for commercial clean vehicles.
A notice of intent to propose regulations on the tax credit for new clean vehicles. This includes definitions that will provide clarity to manufacturers and buyers around the changes that take effect automatically on January 1, such as Manufacturer's Suggested Retail Price limits. Importantly, the notice specifies that a vehicle is considered to be ""placed in service"" for the purposes of the tax credit on the date the taxpayer takes possession of the vehicle, which may or may not be the same date as the purchase date.""
Release
 (related stocks: 
CARZ
, 
F
, 
GM
, 
STLA
, 
TM
, 
HMC
, 
TSLA
, 
VWAGY
, 
BMWYY
, 
LCID
, 
RIDE
, 
RIVN
)
 "
"29-Dec-22  10:53 ET","TSLA","Tesla CEO Elon Musk had first margin call on Twitter loan, according to Barron's
  (121.84 
+9.13
)
Barron's
 "
"29-Dec-22  06:29 ET","TSLA","Tesla: ARK Innovation ETF purchased 17K shares of 
TSLA
  (112.71)
 
 "
"28-Dec-22  11:13 ET","TSLA","Tesla shares higher by 0.6% after ARK Innovation ETF (ARKK) purchased 25K shares
  (109.58 
+0.49
)
 
 "
"28-Dec-22  06:59 ET","TSLA","Tesla: Barron's out with a cautious view on 
TSLA
  (109.10)
Barron's
 "
"28-Dec-22  06:01 ET","TSLA","Tesla: ARK Innovation ETF (ARKK) purchased 25K shares of 
TSLA
  (109.10)
 
 "
"27-Dec-22  15:21 ET","TSLA","Tesla shares trading at lows of the day, down 10% after Reuters reported that a Shanghai plant suspended production; Global Times reported that a 
TSLA
 spokesman denied the report later in the morning 
  (111.36 
-11.79
)
 
 "
"27-Dec-22  09:19 ET","TSLA","Tesla spokesperson denies report that Shanghai plant has suspended production, according to Global Times
  (123.15)
Global Times
 "
"23-Dec-22  10:51 ET","TSLA","Tesla shares continue to move lower, down 1.7% on the session despite Elon Musk's pledge not to sell shares for 18-24 months
  (122.90 
-2.45
)
 
 "
"22-Dec-22  10:38 ET","TSLA","Tesla and General Motors (GM) will face Senate investigation into alleged links to Uyghur forced labor, according to WSJ
  (129.80 
-7.75
)
WSJ
 "
"21-Dec-22  06:01 ET","TSLA","Tesla CEO Elon Musk says ""I will resign as CEO (of Twitter) as soon as I find someone foolish enough to take the job! After that, I will just run the software & servers teams""
  (137.80)
Tweet
 "
"20-Dec-22  10:03 ET","TSLA","Tesla follow up to report that 
TSLA
 CEO Elon Musk is actively looking for a new CEO of Twitter
  (148.33 
-1.50
)
CNBC
 "
"20-Dec-22  09:38 ET","TSLA","Tesla CEO Elon Musk is actively looking for a new CEO of Twitter - CNBC's David Faber
  (146.60 
-3.27
)
 
 "
"19-Dec-22  10:40 ET","TSLA","Tesla: Potsdam public prosecutor in Germany is investigating 
TSLA
, according to Spiegel
  (148.52 
-1.64
)
Spiegel
 "
"19-Dec-22  08:50 ET","TSLA","Tesla CEO Elon Musk says there is no successor for Twitter CEO; says ""No one wants the job who can actually keep Twitter alive""
  (150.23)
Tweet
 "
"19-Dec-22  06:01 ET","TSLA","Tesla CEO Elon Musk posts poll asking if he should step down as head of Twitter; poll is 57% on YES
  (150.23)
Tweet
 "
"16-Dec-22  14:55 ET","TSLA","Tesla order backlog decreased to below 200K, according to Inside EVs
  (150.80 
-6.88
)
Inside EVs
 "
"15-Dec-22  06:10 ET","TSLA","Tesla indicated lower after CEO Elon Musk disclosed the sale of 21,995,000 shares worth more than ~$3.5 bln (transaction dates were 12/12 - 12/14)
  (156.80)
 
 "
"14-Dec-22  06:01 ET","TSLA","EU Commission approves €1.8 billion German scheme to roll out high power charging infrastructure for electric vehicles
  (160.95)
Release
 (related stocks: 
TSLA
, GM, 
F
, 
HMC
, 
TM
, 
VWAGY
, 
STLA
, 
RIDE
, 
LCID
, 
FSR
, 
CHPT
, 
BLNK
, 
EVGO
, 
FREY
, 
RIVN
)
 "
"08-Dec-22  08:24 ET","TSLA","Tesla aiming to shorten shifts in Shanghai and delay hiring - CNBC
  (174.04)
 
 "
"30-Nov-22  18:00 ET","TSLA","Tesla ticks higher on report it is planning a massive ramp up in Model Y production from Gigafactory Texas in Q1, according to Electrek
  (194.70 
+13.87
)
Electrek
 "
"30-Nov-22  10:48 ET","TSLA","Tesla: California Department of Transportation ordered 399 
TSLA
 Model 3 cars, according to Drive Tesla
  (183.38 
+2.64
)
Drive Tesla
 "
"30-Nov-22  06:01 ET","TSLA","Tesla CEO Elon Musk tweets ""Trend is concerning. Fed needs to cut interest rates immediately. They are massively amplifying the probability of a severe recession""
  (180.83)
Tweet
 "
"28-Nov-22  10:26 ET","TSLA","Tesla aiming to expand Gigafactory Texas, according to Inside EVs
  (184.04 
+1.25
)
Inside EVs
 "
"23-Nov-22  11:10 ET","TSLA","Tesla CORRECTION:  Co did not announce a publication of a scientific article in the peer-reviewed journal Frontiers in Immunology
  (181.08 
+11.09
)
The prior comment was incorrectly posted under 
TSLA
 when it should have been attributed to Tiziana Life Sciences (TLSA). 
Prior comment has been edited.  See 11:05
 "
