"symbol_time","symbol","cell_text"
"11-Apr-23  09:52 ET","AAPL","Apple: France planning new antitrust case against 
AAPL
, according to Axios
  (161.38 
-0.67
)
Axios
 "
"28-Mar-23  11:33 ET","AAPL","Apple introduces Apple Pay Later to allow consumers to pay for purchases over time 
  (156.72 
-1.51
)
Apple introduced Apple Pay Later in the U.S. Designed with users' financial health in mind, 
Apple Pay Later allows users to split purchases into four payments, 
spread over six weeks with no interest and no fees.2 Users can easily 
track, manage, and repay their Apple Pay Later loans in one convenient location 
in Apple Wallet®. Users can apply for Apple Pay Later loans of $50 to $1,000, which 
can be used for online and in-app purchases made on iPhone and iPad with 
merchants that accept Apple Pay.
Starting today, Apple will begin 
inviting select users to access a prerelease version of Apple Pay Later, with 
plans to offer it to all eligible users in the coming months.
Related stocks: 
AFRM
, 
SQ
, 
PYPL
 "
"23-Mar-23  08:27 ET","AAPL","Apple to spend $1 bln per year on films, according to Bloomberg
  (157.83)
Bloomberg
 "
"14-Mar-23  13:52 ET","AAPL","Apple to delay bonuses for some employees as part of cost-cutting efforts; plans hiring freeze, according to Bloomberg
  (151.29 
+0.82
)
Bloomberg
 "
"10-Mar-23  07:14 ET","AAPL","Apple: UK CMA Apple AppStore investigation extended from January 2023 to May 2023
  (150.59)
 
 "
"09-Mar-23  12:24 ET","AAPL","Apple reportedly planning price increase for OLED iPad Pro, according to 9to5Mac
  (154.18 
+1.31
)
9to5Mac
 "
"08-Mar-23  16:32 ET","AAPL","Apple mostly unchanged after reshuffling its international operations to place greater emphasis on India, according to Bloomberg
  (152.87 
+1.27
)
Bloomberg
 "
"07-Mar-23  08:32 ET","AAPL","Apple: Hello, yellow! Apple introduces new iPhone 14 and iPhone 14 Plus
  (153.83)
CUPERTINO, Calif.--(BUSINESS WIRE)-- Apple® today announced a new yellow iPhone® 14 and iPhone 14 Plus, adding even more color choices to the lineup this spring. Beautifully designed and built to last, iPhone 14 and iPhone 14 Plus have a durable Ceramic Shield® front cover, an updated internal design for better sustained performance and easier repairs, and amazing battery life — with iPhone 14 Plus offering the longest battery life of any iPhone ever.1 Both models include a dual-camera system for stunning photos and videos, the powerful A15 Bionic chip, and innovative safety capabilities including Emergency SOS via satellite and Crash Detection. The new yellow iPhone 14 and iPhone 14 Plus will be available to pre-order this Friday, March 10, with availability starting Tuesday, March 14. 
Click here for full release.
 "
"03-Mar-23  10:41 ET","AAPL","Apple reportedly planning product briefing next week, according to MacRumors
  (149.72 
+3.81
)
MacRumors
 "
"02-Mar-23  08:03 ET","AAPL","Apple blocks update of ChatGPT powered application, according to WSJ
  (202.77)
WSJ
 "
"28-Feb-23  06:44 ET","AAPL","Apple: EU Commission sends Statement of Objections to Apple clarifying concerns over App Store rules for music streaming providers
  (147.92)
Today's Statement of Objections clarifies that the Commission does no longer take a position as to the legality of the IAP obligation for the purposes of this antitrust investigation but rather focuses on the contractual restrictions that Apple imposed on app developers which prevent them from informing iPhone and iPad users of alternative music subscription options at lower prices outside of the app and to effectively choose those.
The Commission takes the preliminary view that Apple's anti-steering obligations are unfair trading conditions in breach of Article 102 of the Treaty on the Functioning of the European Union.
In particular, the Commission is concerned that the anti-steering obligations imposed by Apple on music streaming app developers prevent those developers from informing consumers about where and how to subscribe to streaming services at lower prices.  These anti-steering obligations: (i) are neither necessary nor proportionate for the provision of the App Store on iPhones and iPads; (ii) are detrimental to users of music streaming services on Apple's mobile devices who may end up paying more; and (iii) negatively affect the interests of music streaming app developers by limiting effective consumer choice.
Release
 "
"22-Feb-23  12:43 ET","AAPL","Apple follow up to reports the company has made progress on no-prick glucose tracking for Watch
  (148.95 
+0.47
)
Bloomberg
; related tickers: 
TNDM
, 
DXCM
, 
PODD
, 
ABT
 "
"16-Feb-23  15:57 ET","AAPL","Apple has started firing contractors, according to NY Post
  (153.77 
-1.53
)
NY Post
 "
"15-Feb-23  16:31 ET","AAPL","Follow up: Apple delays release of mixed reality headset to June from April, according to Bloomberg
  (155.33 
+2.13
)
Bloomberg
 (potential related stocks: 
META, SNAP
)
 "
"15-Feb-23  15:56 ET","AAPL","Apple postpones debut of new headset by two months until June - BloombergTV
  (154.99 
+1.78
)
 
 "
"15-Feb-23  12:40 ET","AAPL","Apple: Dept. of Justice reportedly ""ramped up"" work in recent months on antitrust complaint against Apple, according to WSJ
  (153.95 
+0.75
)
WSJ
 "
"10-Feb-23  11:59 ET","AAPL","Apple to defend mobile payment system to EU antitrust regulators at Feb. 14 hearing, according to Reuters
  (149.84 
-0.80
)
Reuters
 "
"03-Feb-23  10:31 ET","AAPL","Story Stocks: Apple recoups earlier losses as investors keep the spotlight on the many bright spots in DecQ (
AAPL
)
  (156.97 
+6.15
)
Apple (
AAPL
 +3%) is amid a strong comeback today despite registering top- and bottom-line misses in Q1 (Dec) due to a continually unfavorable macroeconomic environment. Also, the tech giant forecasted Q2 (Mar) sales performance to mirror Q1, translating to another rare yr/yr decline and below...
  Full Article 
 "
"03-Feb-23  09:53 ET","AAPL","Apple recoups earlier losses as investors keep the spotlight on the many bright spots in DecQ
  (151.87 
+1.05
)
Apple (
AAPL
)
 is amid a strong comeback today despite registering top- and bottom-line misses in Q1 (Dec) due to a continually unfavorable macroeconomic environment. Also, the tech giant forecasted Q2 (Mar) sales performance to mirror Q1, translating to another rare yr/yr decline and below analyst projections.
  In addition to weakening consumer sentiment, 
AAPL
 faced other challenges outside its control in Q1, including a relatively strong U.S. dollar and supply chain constraints. These headwinds resulted in adjusted earnings slipping by 10.5% yr/yr to $1.88 and revs sinking by 5.5% to $117.15 bln, 
AAPL
's first quarterly decline since 2Q19 (Mar). Additionally, the revenue from iPhones, Macs, and wearables missed analyst estimates in the quarter. 
 However, despite the tepid headline results and climbing over 20% to start the year, shares are holding up nicely today, recouping their initial losses. 
 A significant factor buoying the stock was that 
AAPL
 has more of a supply problem than a demand one, similar to last quarter. iPhone supply could not keep pace with demand in Q1, causing ship times to extend well beyond what 
AAPL
 anticipated. 
 Also, although iPhone supply was constrained during the quarter, 
AAPL
 managed to keep sales from dipping, maintaining relatively flat iPhone revs yr/yr at $65.8 bln. Meanwhile, iPad revenue jumped by over 13% yr/yr to $9.4 bln, crushing the consensus, which called for a single-digit decline. 
On the flip side, 
AAPL
 does not expect iPad to continue seeing growth, forecasting a double-digit decline yr/yr in MarQ. 
AAPL
 provided the same outlook for Mac sales. 
 It was also encouraging to hear CEO Tim Cook comment that production is now back to where it should be, especially after several disruptions in China throughout the past few months sparked heightened uncertainty. As a result, 
AAPL
 projects iPhone revs to accelerate sequentially in MarQ. 
Furthermore, if not for foreign exchange impacts, which clipped 800 bps off sales growth in the quarter, 
AAPL
 would have seen positive growth yr/yr and posted growth in most of the markets it tracks. The same story will also play out in MarQ, as 
AAPL
 projects FX headwinds to dent sales growth by 5 pts. 
AAPL
 also reached a milestone in the quarter, boasting over two billion active devices as part of its installed base, double the figure from seven years ago. The significance of this achievement is that it represents a sturdy foundation for future ecosystem expansion. 
AAPL
 tempered expectations heading into Q1, expecting revs to decelerate sequentially and Mac revs to experience a substantial decline due to challenging comps. As a result, although its Q1 report was not exactly crisp, 
AAPL
 delivered relatively decent numbers, especially when stacked against the numerous obstacles it had to endure. It is crystal clear by now that 2023 will be a turbulent year for tech firms with heavy consumer exposure. However, it is hard to bet against 
AAPL
 and its exceptional brand loyalty, especially when the company continues to demonstrate that demand remains sound.
 "
"02-Feb-23  17:30 ET","AAPL","Apple earnings conference call update
  (150.82 
+5.39
)
Q2 (Mar) outlook: The company expects Q2 yr/yr revenue performance to be similar to Q1 (Q1 revenue declined by 5.5%, Q2 Capital IQ consensus calls for revenue of 3%). Services revenue is expected to grow yr/yr.  Q2 iPhone yr/yr revenue performance is expected to accelerate from Q1. iPad and Mac revenue is expected to decline by double digits.  Co expects gross margin to be between 43.5-44.5%.
Set all time revenue records in several geographical markets.
800 basis point impact from F/X headwinds. Revenue would have increased without F/X headwinds in vast majority of markets.
iPhone 14 and iPhone 14 Pro ship times were longer than expected due to significant supply constraints.
Production in China is back where the company would like it to be.
Macro environment was more challenging then 12 months ago.
Install base for iPhones is at all time high across geographic segments.
Mac and iPad install base reached all time high.
The company has 935 million paid subscriptions. 
The company is at decent supply for most products in the current quarter.
 "
"02-Feb-23  16:37 ET","AAPL","Apple misses by $0.07, misses on revs as iPhones, Macs, wearables all miss expectations; company typically gives Q1 color on call
  (150.82 
+5.39
)
Reports Q1 (Dec) earnings of $1.88 per share, excluding non-recurring items, 
$0.07 
worse than
 the S&P Capital IQ Consensus of $1.95; revenues fell 5.5% year/year to $117.15 bln vs the $121.67 bln S&P Capital IQ Consensus.
Co reports Q1 iPhone revenue of $65.8 bln vs. $69.0 ests and $65.6 bln last year.
Co reports Q1 Mac revenue of $7.7 bln vs. $9.8 bln ests and $8.7 bln last year.
Co reports Q1 iPad revenue of $9.4 bln vs. $7.6 bln ests and $8.3 bln last year.
Co reports Q1 wearables revenue of $13.5 bln vs. $15.1 bln ests and $13.0 bln last year.
Co reports Q1 services revenue of $20.8 bln vs. $20.8 bln ests and $15.8 bln last year.
Co reports Q1 gross margin of 43.0% vs. 43.0% ests and 43.8% last year.
""As we all continue to navigate a challenging environment, we are proud to 
have our best lineup of products and services ever, and as always, we remain 
focused on the long term and are leading with our values in everything we do,"" 
said Tim Cook, Apple's CEO. ""During the December quarter, we achieved a major 
milestone and are excited to report that we now have more than 2 billion active 
devices as part of our growing installed base.""
""We set an all-time revenue record of $20.8 
billion in our Services business, and in spite of a difficult 
macroeconomic environment and significant supply constraints, we grew total 
company revenue on a constant currency basis,"" said Luca Maestri, Apple's CFO. 
""We generated $34 billion in operating cash flow 
and returned over $25 billion to shareholders 
during the quarter while continuing to invest in our long-term growth plans.""
CEO Tim Cook told CNBC that sales would have increased without F/X impacts; says production delays in China were a big headwind, but he says ""that problem is behind us.""  He also said Apple is cutting costs and hiring.
 "
"02-Feb-23  16:31 ET","AAPL","Apple reports Q1 iPhone revenue of $65.8 bln vs. $69.0 ests and $65.6 bln last year
 
 "
"02-Feb-23  16:30 ET","AAPL","Apple prelim Q1 $1.88 vs $1.95 S&P Capital IQ Consensus Estimate; revs $117.15 bln vs $121.67 bln S&P Capital IQ Consensus Estimate
 
 "
"02-Feb-23  10:09 ET","AAPL","Apple Q1 (Dec) Earnings Preview
  (148.53 
+3.10
)
Apple (
AAPL
) will report Q1 (Dec) earnings tonight after the close.  There is a conference call scheduled for 17:00 ET. 
Q1 Capital IQ consensus calls for EPS of $1.95 (versus $2.10 last year) on revenue of $121.65 bln (versus -2% yr/yr). The Street is expecting Q1 gross margins of 43.0% versus 43.8% last year. 
This is the first full quarter where the iPhone 14 and iPhone 14 Pro will be included in its earnings.  On the last conference call, the company expected that revenue growth will decelerate in Q1 (Dec) vs Q4 (Sep).  Mac revenue is expected to decline substantially due to tough comparable from last year. Gross margins are expected to be 42.5-43.5%. There were press reports suggesting that Apple is lowering production of iPhone 14 Plus. It will be interesting to know if this issue extends towards the more expensive Pro models. In addition, any color around the potential timing of new AR/VR headset release will be of interest. 
Investors should not expect a stock buyback announcement similar to what Meta (META) did.  Apple always updates its capital return program in Q2 (Mar).
The company has not provided exact revenue guidance since the pandemic began
. It will be interesting when and if the company starts providing exact guidance again. 
Q2 Capital IQ consensus calls for EPS of $1.47 (versus $1.52 last year) on revenue of $97.03 bln (roughly unchanged yr/yr). The Street is expecting Q2 gross margins of 43.1% versus 43.8% last year.
The Street is expecting Q1 iPhone revenue of $69.0 bln vs. $65.6 bln last year,
 Mac revenue of $9.8 bln vs. $8.7 bln last year, iPad revenue of $7.6 bln vs. $8.3 bln last year, wearables revenue of $15.1 bln vs. $13.0 bln last year, and services revenue of $20.8 bln vs. $15.8 bln last year.
When the company reported Q4 (Sep), CEO Tim Cook quelled fears of waning demand by citing supply issues as the culprit. Still, 
AAPL
 is not immune to the macroeconomic obstacles weakening demand. CFO Luca Maestri pointed out that digital advertising and gaming are areas where the company is experiencing softness. iPhone revs of $42.6 bln, a 10% climb yr/yr, was also a Q4 record. A notable development was exceptional growth in emerging markets, such as India, Vietnam, and Indonesia, which each doubled iPhone sales yr/yr. Although 
AAPL
 has been seeing tremendous growth in emerging markets for some time, we like seeing this continue, especially during an economic downturn, as it highlights the company's ability to translate its marketing prowess and brand power to many different customers and cultures.
AAPL
 has a $2.27 trillion valuation and currently trades at 23 times FY23 earnings.
Based on the weekly 
AAPL
 Weekly Feb03 $143 straddle, the options market is currently pricing in a move of ~5% in either direction by weekly expiration (Friday).
Suppliers to keep on note include: 
SWKS
, 
CRUS
, 
AVGO
, 
QRVO
, 
TSM
, and 
QCOM
, among others (
SMH
); 
SSNLF
, 
LPL
 (for displays).
 "
"30-Jan-23  17:21 ET","AAPL","Apple: US NLRB alleges that comments/policies from Apple violate workers' rights, according to Bloomberg
  (143.00 
-2.93
)
Bloomberg
 "
"30-Jan-23  15:19 ET","AAPL","Apple: Dan Niles on CNBC says he ""wouldn't touch"" shares of Apple
  (143.03 
-2.89
)
 
 "
"27-Jan-23  10:30 ET","AAPL","Apple to develop software to help people build AR apps, according to The Information
  (145.43 
+1.50
)
The Information
 "
"26-Jan-23  08:03 ET","AAPL","Apple: Worldwide smartphone shipments down -18.3% yr/yr to 300.3 mln units, largest ever decline in single quarter, according to IDC
  (141.86)
""Worldwide smartphone shipments declined 18.3% year over year to 300.3 million units in the fourth quarter of 2022 (4Q22), according to preliminary data from the International Data Corporation (IDC) Worldwide Quarterly Mobile Phone Tracker. The drop marks the largest-ever decline in a single quarter and contributed to a steep 11.3% decline for the year. 2022 ended with shipments of 1.21 billion units, which represents the lowest annual shipment total since 2013 due to significantly dampened consumer demand, inflation, and economic uncertainties. This tough close to the year puts the 2.8% recovery expected for 2023 in serious jeopardy with heavy downward risk to the forecast.""
Release
 "
"23-Jan-23  13:41 ET","AAPL","Apple details of mixed reality headset discussed in Bloomberg report
  (142.20 
+4.32
)
Bloomberg
 - Disney (
DIS 
+2%) and Dolby (
DLB 
+1.9%) mentioned as potential media partners.
 "
"20-Jan-23  13:46 ET","AAPL","Apple starts layoffs at some retail channels, according to Apple Insider
  (138.24 
+0.97
)
Apple Insider
 "
"18-Jan-23  17:11 ET","AAPL","Apple ticking lower on news it is looking to expand its smart-home lineup, aimed at challenging Amazon (AMZN) and Google (GOOG), according to Bloomberg
  (135.21 
-0.73
)
Bloomberg
 "
"17-Jan-23  13:03 ET","AAPL","Apple: New York City Comptroller, pension funds, and coalition of investors announce agreement with Apple on the rights of workers to organize
  (138.20 
+1.44
)
Apple will conduct an assessment of the company's compliance with its commitments to freedom of association and collective bargaining rights.
Agreement reached following engagement with the NYC Retirement Systems, Parnassus Investments, SOC Investment Group, SEIU Master Trust Pension Plan, Trillium Asset Management, and the Greater Manchester Pension Fund (advised by PIRC).
Release
 "
"17-Jan-23  09:04 ET","AAPL","Apple unveils M2 Pro and M2 Max: next-generation chips for next-level workflows
  (134.76)
Supercharging MacBook Pro and Mac mini, M2 Pro and M2 Max feature a more powerful CPU and GPU, up to 96GB of unified memory, and industry-leading power efficiency
Click here for full release.
 "
"17-Jan-23  09:03 ET","AAPL","Apple introduces new Mac mini with M2 and M2 Pro — more powerful, capable, and versatile than ever
  (134.76)
Apple® today unveiled the new Mac mini®, supercharged by M2 and the all-new M2 Pro. With the M2 chip, Mac mini is even more powerful, capable, and affordable with a new starting price of just $599. The new M2 Pro chip delivers pro-level performance to Mac mini for the first time, enabling users to run high-performance workflows that were previously unimaginable in such a compact design. Mac mini with M2 and M2 Pro delivers faster performance, even more unified memory, and advanced connectivity, including support for up to two displays on the M2 model, and up to three displays on the M2 Pro model. Paired with Studio Display and Magic accessories, along with the power and ease of macOS® Ventura, Mac mini provides a phenomenal desktop experience that will take users' productivity and creativity to the next level. Customers can order the new Mac mini models today, with availability beginning Tuesday, January 24.
Click here for full release.
 "
"17-Jan-23  09:03 ET","AAPL","Apple unveils MacBook Pro featuring M2 Pro and M2 Max, with more game-changing performance and the longest battery life ever in a Mac
  (134.76)
CUPERTINO, Calif.--(BUSINESS WIRE)-- Apple® today announced M2 Pro  and M2 Max, two next-generation SoCs (systems on a chip) that take the  breakthrough power-efficient performance of Apple silicon to new heights. M2 Pro  scales up the architecture of M2 to deliver an up to 12-core CPU and up to  19-core GPU, together with up to 32GB of fast unified memory... New MacBook Pro features up to 6x faster performance than fastest Intel-based MacBook Pro and support for up to 96GB of unified memory for demanding pro workflows
Click here for full release.
 "
"12-Jan-23  17:12 ET","AAPL","Apple edging down on reports CEO Tim Cook will take a 40% pay cut in 2023, according to Bloomberg
  (133.41 
-0.08
)
Bloomberg
 "
"11-Jan-23  16:28 ET","AAPL","Apple mostly unchanged on report it is working on adding touch screens to its Mac computers, according to Bloomberg
  (133.49 
+2.76
)
Bloomberg
 "
"11-Jan-23  10:05 ET","AAPL","Apple introduces Apple Business Connect
  (130.95 
+0.23
)
Co introduced Apple Business Connect, a free tool that allows businesses of all sizes to claim their location place cards and customize the way key information appears to more than a billion Apple users across Apple Maps, Messages, Wallet, Siri, and other apps. 
 "
"10-Jan-23  13:14 ET","AAPL","Apple App Store revenue growth could be slowing, according to CNBC
  (129.77 
-0.39
)
CNBC
 "
"09-Jan-23  17:12 ET","AAPL","Apple slipping on report it plans to drop Broadcom (AVGO) and Qualcomm (QCOM) chips for its own chips by the end of 2024 or early 2025, according to Bloomberg
  (130.15 
+0.53
)
Bloomberg
AVGO 
-0.5%, 
QCOM 
-0.1% in after-hours trading.
 "
"03-Jan-23  10:33 ET","AAPL","Apple's market cap drops below $2 trillion; stock trading at a 52 week low
  (125.46 
-4.51
)
 
 "
"03-Jan-23  07:17 ET","AAPL","Apple notified suppliers to build fewer components for several devices in Q1, according to Nikkei
  (129.93)
Nikkei
 
(potential related stocks: CRUS, SWKS, QCOM, GSAT, MU, TSM)
 "
"30-Dec-22  11:26 ET","AAPL","Apple shares trading lower by 1% on the last trading day of 2022
  (128.26 
-1.36
)
 
 "
"29-Dec-22  12:06 ET","AAPL","Apple iPhone production in China is beginning to catch up to demand for more-expensive models, according to WSJ
  (130.00 
+3.96
)
WSJ
 "
"28-Dec-22  06:53 ET","AAPL","Apple: Estimated shipments of iPhone 14 devices in 2022 have been lowered to 78.1 million units due to impact of COVID-19 lockdown on Foxconn’s (HNHPF) base in Zhengzhou, says TrendForce
  (130.03)
""The operation of Foxconn's major manufacturing base in the Chinese city of Zhengzhou has been affected by a local COVID-19 outbreak since this October. As a result, the capacity utilization rate of the base has yet to risen above the level of 70%. The outbreak in Zhengzhou was at its worst just as Apple was trying to ramp up sales of the new iPhone models for this year (i.e., the iPhone 14 series) to a peak. Furthermore, the new Pro models have been in high demand, so Apple has kept raising their share in the overall iPhone production. Hence, Foxconn as the sole assembler of the new Pro models has been under significant strain. Besides the Zhengzhou base, Foxconn is also drawing support from its other major base located in the Chinese city of Shenzhen. However, this move still not enough to bring an immediate relief to the current capacity crunch. Given this situation, TrendForce has corrected down its projection on the total shipments of all iPhone 14 models in 2022 to 78.1 million units.""
Release
 "
"27-Dec-22  12:57 ET","AAPL","Apple shares reach new 52 week lows, down 1.4% on the session
  (130.07 
-1.81
)
 
 "
"16-Dec-22  14:54 ET","AAPL","Apple: NFL rejected Apple's offer to show NFL Sunday Ticket on Apple TV Plus, according to 9to5Mac
  (133.98 
-2.52
)
9to5Mac
 "
"13-Dec-22  15:20 ET","AAPL","Apple: Several state AGs are demanding that Apple (
AAPL
) and Google (GOOG) raise age content ratings for TikTok, according to WSJ
  (145.25 
+0.76
)
WSJ
 (potential related stocks: 
SNAP
, 
META
)
 "
"13-Dec-22  14:24 ET","AAPL","Apple getting ready to allow alternative application stores for iOS devices, according to Bloomberg
  (144.81 
+0.38
)
Bloomberg
 (potential related stocks: 
MTCH
, 
SPOT
, 
RBLX
, 
BMBL, GOOG
)
 "
"06-Dec-22  15:03 ET","AAPL","Apple CEO Tim Cook says Apple Silicon chips will be manufactured in the US at some point in the future
  (142.80 
-3.81
)
 
 "
"06-Dec-22  14:35 ET","AAPL","Apple has successfully challenged patents related to heart monitoring in Apple Watch, according to Stat News
  (142.21 
-4.43
)
Stat News
 "
"06-Dec-22  13:59 ET","AAPL","Apple follow up to report that it will likely delay self driving car introduction until 2026, according to Bloomberg
  (143.60 
-3.05
)
Bloomberg
 "
"06-Dec-22  13:40 ET","AAPL","Apple reportedly delays launch of self-driving car to 2026 amid scaling back of plans on the project
  (143.50 
-3.13
)
 
 "
"06-Dec-22  13:00 ET","AAPL","Apple Announces Biggest Upgrade to App Store Pricing, Adding 700 New Price Points
  (143.99 
-2.63
)
Apple® today announced the most comprehensive upgrade to pricing capabilities since the App Store® first launched, providing developers with 700 additional price points and new pricing tools that will make it easier to set prices per App Store country or region, manage foreign exchange rate changes, and more.
Click here for full release.
 "
"06-Dec-22  10:02 ET","AAPL","Apple announces Apple Music Sing
  (145.22 
-1.41
)
Apple Music Sing, an exciting new feature that allows users to sing along to their favorite songs with adjustable vocals and real-time lyrics. Apple Music Sing offers multiple lyric views to help fans take the lead, perform duets, sing backup, and more — all integrated within Apple Music's unparalleled lyrics experience. Coupled with an ever-expanding catalog that features tens of millions of the world's most singable songs, Apple Music Sing makes it fun and easy for anyone to participate, however and wherever they choose.
Apple Music Sing will be available later this month to Apple Music 
subscribers worldwide, and can be enjoyed on iPhone, iPad, and the new Apple 
TV 4K. 
 "
"01-Dec-22  17:06 ET","AAPL","Apple mostly unchanged on news it renamed mixed-reality software xrOS, signaling a headset may be approaching debut, according to Bloomberg
  (148.31 
+0.28
)
Bloomberg
 "
"01-Dec-22  15:34 ET","AAPL","Apple aiming to ramp up work on AR/VR headset - Bloomberg TV
  (148.45 
+0.41
)
 
 "
"01-Dec-22  06:01 ET","AAPL","Apple: Elon Musk tweets ""Good conversation. Among other things, we resolved the misunderstanding about Twitter potentially being removed from the App Store. Tim was clear that Apple never considered doing so""
  (148.03)
Tweet
 "
"29-Nov-22  10:06 ET","AAPL","Apple: China's 'iPhone City"" to lift current lockdowns later today - CNBC
  (143.41 
-0.81
)
 
 "
